RId,Text,Rating
wDBBJnXY_r2bJ-h5BsmlGA,My family and I went to Pazza on Porter tonight for dinner and it was one of the best experiences I've had in a very long time. Two people of our party live...,5
dnFnRrZy4VefFB126x4-BQ,"Ordered the 'Date Night' special for takeout, which came with an appetizer (burrata), two entrees (allá pazza, bolognese), some cannolis and a bottle of red...",5
DOmOMKbc4t2aZXF9MnMr7w,Pazza never disappoints! I'm stoked that it's still open during these unique and tough times with Covid. The staff is always very attentive and polite.  The...,5
JaDRCiNAkxoxZNHguMicVw,"I'm so glad that we discovered this place. I have quite a few different food-related allergies, and this restaurant was extremely accommodating. Although...",5
wOiAlQF8XrslXHNKuKEYqQ,"This place is fantastic! Finally Yelp has not steered me wrong while in Boston. 
I wanted to try their lobster roll like previous reviews but unfortunately...",5
kQ_ljVOMtbeOr3jmYowO0Q,"Really got nervous walking by this place during COVID, I thought they were gone.  It looked abandoned.  But to my surprise they are open, complete with...",5
UKALW4Q6I6Ki9lz9jILKRg,We ordered food for takeaway tonight and we were very impressed! Everything tasted fresh and delicious. I got the Nashville hot chicken wrap (warning : it's...,5
5ilaCJfBWsrPDzAlJQqYEw,Ate outside during the summer and had excellent/sanitary table service! Also got takeout now that it's so chilly out and everything was packaged well and...,5
LWgHL443C-HFG5Cruplyfg,"For randomly pick a place for dinner while been stuck in traffic heading to Watertown,MA for my weekend getaway especially during COVID. This restaurant was...",5
p9zZrOTnEqTNZH6SpzLtmw,"I have been to the Burren twice during the Covid-19 pandemic. The first time, another patron threw up on the back patio under his table. The 
waiter...",5
ZxQaPN7iMXyaw8ud-uapQw,This entire experience was phenomenal. We had our dog sitting with us in their new outdoor dining area. It was perfect for furry friends and humans alike....,5
OrCoJvf9UJXpwJg8ni88ZQ,"I'm not gonna lie, the first time I walked into the Burren (late in the evening) I promptly walked back out. But I came again on a Saturday afternoon and...",3
g8VxGKBbUwVE8hpE_01--g,"Excellent local bar and grill. Food was so good. Hot and fresh. The menu has a lot to choose from. They have specials also, and when they're gone, they're...",4
d4vh-cuTL2M861pglu3aag,"Came here for a baby shower. First off, the parking situation is a pain. The entrance/exit of the parking lot is narrow so only 1 can can go through at a...",2
dAhhPncndA7_fwU5RNyCaA,"A pleasant surprise. Went at someone's recommendation. First try, crowded, looked a bit understaffed and no one came over to greet us. It's a place for...",4
74JDxskVn_bUwpWCEnl8tg,"Saturday afternoon at bar
Free chips and salsa: cold chips, bland salsa
-chili chili bang bang: quite a tasty slightly spicy margarita
Had some food I can't...",3
uM-2tKsBmpNf1_d3kMPD3w,Came here just for food pretty late on a weeknight and it was still packed. I believe we got the last table. Everyone (6) got enchiladas which was...,4
aG3GHr-VdMAvc3vADjGYuA,"I haven't been back in a while, but I love the free chips and salsa. Plus they refill it. The serving sizes are huge and it's pretty standard, since the...",5
TSXZAMZUukQMO8l1UGbryg,"I LOVE THEIR FOOD SO MUCH! As the pandemic is going on, they have tape arrows on the ground and maintain social distance very well. I recommend the oysters...",5
0zwgb__KL1V5IC6N5CNfIA,Loved my experience at The Bancroft! I initially had a reservation for their outside seating but they still made room for us inside when the temperature...,5
_O6QlZr7SIcEMzpDeTA9fA,The food is great overall that is no secret however the experience of dining at Bancroft has become unenjoyable. The moment you walk in you are right away...,2
v4E8UDteWcwFW2ZNo01_Qw,"I have only done takeout but their Thanksgiving dinner was fabulous - generous helpings and excellent food.

Andrea T.",5
8EIyKSXlFIu2G1mzM8Uw4g,The food was amazing! The restaurant did a great job with covid lanes for safety and the staff was super nice!,5
l_htad5HOg8sZ5CzY5Hs6Q,Bravo to The Federal!!! We went for dinner there last night 6/20/20 and it was scrumptious! We had an early reservation and sat under a white tent ( COVID...,5
OrfJSgNiR5SQH3YWXHL3Yg,"Due to covid restrictions right now, I ordered takeout which is fast. The cashier is polite and helpful. The food is so-so, but the prices are reasonable...",3
MlD4XGGudlV7L0X-uE0d-g,They need more help. I come in all the time and sometimes have to wait 45 minutes for a drink and place an order and I'm sitting at the bar. They have the...,1
3ZRcJLraXCk8uWvHBxTmDg,"I've never been here during the day, and probably for the best. This is a late night place, the type that you go to after a night out. And for this purpose,...",4
mMSP-99Qoymsr7SHfGZ-Rw,This is def a fun place to eat dinner. Everyone around us seemed to be enjoying themselves too. The drinks are really good. And strong. The food was...,5
lLNZGhKCw2SuGmTMRO1ZpQ,"Not good at all chicken was extremely chewy looked not fully cooked 
Spent almost $40 dollars and trowing it all away",1
4dZDlD08wtJbouyyMbs8lA,"I really really wanted to like this place. The ambiance & menu selection & just good vibes all around. But got damn... the service tho. 

Take a look at the...",1
j7fDgZM_GUcVSLJ_Zp4b5Q,Great hospitable staff and yummy food. Would definitely go back or order take out again!,5
hwzTXP-sBmQQG6nqaqoG0A,Stopped by last night..very impressed with the with how they are abiding with Covid protocol! Ordered the baked haddock and it was fresh and delicious !!!...,5
HRxWY_ksZIplJWlA4T7_sg,The best!   A wonderful local pub with high quality food and good service.  Every town center should have a place like this.  Outdoor seating is great and...,5
F_lY7z0Zy1VHFioyl_OqIA,"This is the best Applebees I have ever been to!! We had the classic bacon cheeseburger, pretzel sticks with beer cheese, boneless buffalo wings, chicken...",5
R_p5z__tyByMNlq1vZ0qEw,"Didn't expect it but, Applebee's Grill + Bar was fantastic. The menu items were flavorful and yummy and the price point was also very good. 2 for $20 is...",5
FcNI-UJ0VJqR9rjuBGYhjw,"I am impressed, Applebee's Grill + Bar was actually amazing. The atmosphere and staff are fantastic. Applebee's Grill + Bar is one of these spots where all...",5
squPDRhRuTz5etjEepBCrw,"God, do I miss Shay's during COVID. Well, I mean I miss sitting at the bar, ordering a drink and having some food. BUT, they are doing take out during...",5
Wz1kZhX0VIu-wKE5uockPQ,Long day of work? Annoying professor got you down? Shay's has you covered. Walking into Shay's is wonderful experience that can be described as hopping into...,5
4qSSsBDUlL8JY-KgP7xjxA,"Shays used to be one of my ""neighborhood"" pubs in 2016 when I used to meet friends and dates here.. mostly dates but sometimes friends. After a four year...",4
fZUdSxGNRCavwG0C8TT8bw,"Small variety of beer but good. Unfortunately they ran out of IPA when I was there , what shouldn't happen when you promote yourself as a beer place....",3
QENL3kLeVtMSsIPVvgtoXg,This place was good. Better than a lot other airport restaurants I've visited. But still not the best. I'm still in search for that one restaurant that...,3
mgTSLiGN3MHgjRibiLTo-A,I highly recommend the sour cream and chive fries. It's like you took the dust from sour cream and onion chips and dunked fries in it! Why didn't I think of...,3
9QJVWsjVP3B1b61sNTrBIg,I have come to Joeys several times. It is very cozy has that South Beach Trendy Bar Feel. The Decor is fabulous. The Owner is right on hand with any...,4
XUgpjjehPiwJCqUuR5rmYw,"I have been to Winter Hill Brewery pre-covid, and the food was pretty good. The beer and espresso have been the main draw, and those are top notch. But I'm...",5
jKYZZv5maSt5rXt8YwHr2g,"Local brewery that has recently much improved their food game. Used to be bottom tier boring sandwiches, but has stepped it up with some pretty great...",5
ITxCkMPVwpkF-USX0b8cpw,"I want to start by being fair: they had great beer and there's lots of potential for this place post-Covid. I've never been here during Pre-Covid. However,...",3
enCCBX0zG7YAFtiZGEqcPw,"I really love this place, the food especially the tacos are delicious the margaritas (especially the Coronarita) are incredible but what really makes this...",5
v4Hx0FOpsvJrwa5VhtiB6w,We ordered delivery last night during all this COVID-19 quarantine. The chips and guacamole were excellent . I ordered the shrimp fajitas and thought it was...,5
s8YLWtDdhCgpO-_s_70fKA,This is actually quite a hidden spot in Malden center across from the large parking building. The service was fantastic. We loved their Mexican brunch menu...,5
sVVleY1GwCQ2PzdneFOrVg,"This place is so fun! Indoor/outdoor seating, totally respectful during the hard times of covid. My girlfriend and i shared some skewers and a burger,...",5
321bbxdtgUoLvm3vH9BTVw,"This is the kind of place that gets stuck in your mind, whenever you get hungry the memory of its delicious food gets your mouth running spreading the news...",5
YHkQ9M6TKzTdh63xoxQTQQ,Always wanted to check this place out. Finally got the chance too. The staff is really friendly and they all had their masks on at all times. Our server...,5
tdCTzfiUTf-C2ZaNiyVhmw,"I haven't been out much due to covid restrictions, but, last weekend my sister and I went to grab some brunch here; and I am so gad we did! It was so good...",5
dWK3069Nf1Mo1Y9GpNBgZQ,"We sat outside, the tables were spaced further apart than most places in Southie, and I felt comfortable. Service was great. The food was delicious! I want...",5
sebWxR1smhYLQKbjZmpkNA,Lovely atmosphere. Delicious food. The staff was so helpful and catered to all my needs. I had a short brunette girl with curly hair as a server and she was...,5
y7LvcNi26eZKILWfNm9dEA,"We went in for the "" Fried Day"" Special which is a Milanese or Nashville Hot Chicken Sandwich & Fries ($4). Alternatively you can substitute the chicken...",4
JX6vstrua6Q61S2byyjPAQ,"Walked into this bar after watching the BC football game nearby...can not say I am glad I did. The servers were nice, not that attentive, but it was getting...",2
M16wtySgaL_gvcTVWvHncw,"The server had a rude and disrespectful response when I asked about a drink that had apple in it. ""Why would you order that if you don't like apple?"" -the...",1
0D3BVg4K3ov8vP8A2Z4vLA,"They were great amongst the chaos of covid.. Our (secondary) bartender, John, came over on numerous occasions to make sure we were all set. He's a kind &...",5
GjfxndtHdYA5f6lLFG_auA,This place was great. Colleague and I were staying next door at the residence inn and decided to drop in. Sat at the bar and our bartender was friendly and...,5
k50EDrortqu3X5SYaaY4TQ,"Very disappointed with our Valentine's Eve visit to the Manchester NH location. First off, NO social distancing in the bar or dining areas and no contact...",3
-3eJLEn90zl7cKwdkLcS7Q,"Shrimp tacos are fantastic, 3 tacos and 3 shrimp per taco! And great that you can time your order in advance for easier pickup. Awesome covid19 takeout!",5
E1JRGqemPsQR_BCYYgMyAg,"The food here is so well done. Seriously everything on the menu is delicious. I typically am a carnivore but their veggie dishes, specifically their veggie...",5
sml_dZwgUF_0e4HOvnqPwg,Amazing food always. Enjoyed the first night of their patio opening tonight. Service and entire experience were flawless!,5
dvdFmZMZ58VZSzceadCzrQ,"I came to purple shell for my birthday dinner and given that my bday fell during quarantine, this was such a nice treat! 

The ambiance here is perfect for...",5
L0q9k9d4fhiL0XU1UFtq4A,Ordered takeout from here several times during quarantine and dined in there for the first time last night.  Food is consistently excellent.  The salmon...,5
EuoWpUstiUj3eA7iDz7Ltw,"Recent tried purple shell for takeout and everything was delicious! The miso salmon roll was my favorite, I don't usually go for the cooked rolls but it was...",5
PF3SdJlSsKz1NSsJqx2G7A,"A busy and noisy place with high turnovers. And it is self-seated. So it is easy to find a table within a few minutes. 
The place seemed to be short of...",4
BVcxyO4Jj1LjdfCkqDsT9w,I came here for dinner to use my Priority Pass $28 freebie (between 2-8PM) before a flight. Tried the fried haddock tacos which were perfectly crispy but a...,3
LjbfSfZAoPNnZXwRdzLjFQ,Bad service and long waits but food is ok. Used our priority pass here for 3 people. It's landside and they take quite a while so only come here if you have...,2
UDiMZhbolBB88_LGCKoDOQ,"Ordered takeout as our first meal in Boston, and this place hit the spot!

We called ahead and they sounded super busy in the background. Our order was...",5
l1cFa-gbDoJZepetjXyQbg,I love Giacomo's and I am willing to wait few hours to have some!  One upside of COVID is that Giacomo's now has way more tables due to outdoor dining....,5
4yPZR0jHV3wUmGsdZAMRxw,"Ordered the Zuppa Di Pesce for two and it turned out to be some of the best seafood I've had in the North End. All the mussels, clams, calamari, shrimp, and...",5
yEruXNwJRu5RHYbHJmGcrQ,This was my first visit to a restaurant since the pandemic started and I couldn't have been happier with my experience at Brass Union. The food and drinks...,5
693NYbmMj6SLVfQw49QC2A,"I love Brass Union! Set your expectations accordingly that their dinner menu is small (better for late night snacks than dinner, in my opinion), but the...",4
6RA20GNQc9ddXXV93VmleA,"I recently came here to celebrate a friend's birthday and I have to admit, it was a really good experience. I was thoroughly surprised by the quality of...",4
Y6j3jB5bgt0a2MR18dNbYQ,"Don't go for the atmosphere its not fancy.  Go for the food and lots of it. Our server was great. Try the clam chowder, best we have had. If you like...",5
Vdi4O9SWA_-eCJcMnSdhzg,"I feel like the restaurant is going through an identity crisis. The WiFi password is ""thebestbbq"", the yelp menu is all about BBQ, but the menu we got today...",2
szCJDDqDkMf30xjoSJavew,Ordered 12+ meals for a business dinner from Causeway. Attempted to order online and the online system did not work so I resorted to calling in my order....,2
4ZTmsUa9GaM_xAUG9Hb-Vw,"I feel so lucky that  PJ Ryan's is my neighborhood local. They've managed to maintain comfortable Covid boundaries without sacrificing the cozy pub feel,...",5
EQ-IjGz1YIDASHuNGzWnhg,PJ Ryans holds a special part of my heart. Who doesn't love a gastropub? Just went there for our first dine-out experience during COVID in Somerville. The...,5
tihkxiinCaLMUwLvOxt-Rg,"Good food, great service, fantastic music. A local bar for everyone. Happy they're still operating.",5
-M8dCAO49It5CP4Yuk_Sxw,"This pandemic has caused me to make rash decision. When playing the 'what do you want to eat game', I go rogue and surprise my husband.

That's how we ended...",4
D28dQLHp8Psvr0NoY0DZbQ,Wish I had taken a picture but food was so good that it was gone so quickly. My girlfriend and I had the cauliflower and the popcorn shrimp for appetizer (I...,5
D9O9qw_AeS8XWdtpTmmjPw,"We really enjoyed our meal here.  We sat outside in a parking spot area due to the pandemic.  Service was great and food was even better. 
We started with...",5
odSpQfFz4_dgEW-Yt2S2FA,"Great local spot - some creative pizza toppings compared to an average college-y pizza place, they are pretty quick, and pre-covid they had a nice after...",5
PiFKn4D__7p6-a3cPSIdfQ,got the gluten free (good chewy hearty g free dough!) pizza with half butternut squash (wish there was a bit more bnut squash purée) and half fig/prosciutto...,5
bc2IkLGZtLQosYdatgkrdg,"Penguin has been my favorite place to go out for the three years I've lived on the hill. Nothing compares to it. Great beer selection, amazing pizza, genial...",5
AXGYIb_Os32a1kFfjgCL8w,"Great bartenders, and service, I typically have not ordered food. With COVID food is mandatory, no complaints, basic pub grub.
The locals are very chill and...",4
ikKxvLJNTX-xS5Iqe6JcWA,Great neighborhood bar and grille. Good selection of beer and cocktails. Seasonal menu. Great cast of regulars. Was served by a nice young batender named...,5
QfojeaRd4oqL_7fcXfzFvw,"Extremely rude and mean for no reason. If you're a minority, this place isn't color friendly. Please, skip this establishment if you're a person of colo....",1
-mD0OwQPoudsQF76PoUF-g,What a great experience here. Food was amazing and the service was amazing. The servers are attentive and food is great. I've been to 100s of restaurants...,5
OsYACq0z3Prdo-1Hyu3yqA,This review is specifically directed at the GM Rick Campbell at the Chelsea location. I ordered a Chili's delivery online and the order was supposed to be...,5
YNg7ID3yGy4dWvjC7EEWCA,"Mothers Day quarantine takeout success. We nearly had made up our minds already that we would be so disappointed in whatever takeout we picked up. Ya know,...",5
R2Cuk5MGB6V0SZIDUCu2XQ,"The setting was great out on their ocean front deck, very well spaced tables and COVID safe, the martinis were large and perfectly made, the ""Monday special...",5
muDj-miqEz_u3-TdaNDSaA,"This place has great food and drinks.
I was just here with my family and it was excellent!
The clam chowder was full of clams and had such favor all of us...",5
orA1J8WPa46tojJIwTa_pQ,"Cocktails: All 3 that we had (Lemoncello Martini, wine, and espresso martini) we all fabulous! 

Pre-meal:  Their fresh, warm bread was SO good, and the...",4
S6syZsF7w2NG7qfcgw9KzQ,"My seven year old daughter asked for the prime rib dinner.  We've dined in a few times pre-pandemic.  Unfortunately, the prime rib special was unable this...",5
lto85BZ_dKsvPo1yQ3HCaw,"*This review is regarding a takeout and delivery order*

Food: 4/5 
Price:5/5
Service: 5/5
---------
Food 
I wasn't expecting much when I ordered their...",5
WzSks8TqS86L6TNfaAs3UA,Got delivery from them and they were efficient and very nice on the phone. The wings are great - some of the best I've had in the Boston area - tender and...,4
DtDDOddb3QWD0n77O1oB-A,"Love O'Hara's . One of our favorites spots to go
By when we r in newton area. Cozy feeling and great menu with healthy options and bar staples . Owners are...",5
sJ7fxkQ4nOvUzC1CLJQYmA,"We miss going here during the pandemic. We miss the great (and not too pricey) food, the friendly staffs, and just that restaurant atmosphere!",5
_jNa4vbXd8JgdvfEtyG0Hw,"I'm so glad this restaurant is still open during COVID. Although we don't dine inside, we are ordering take out to support this restaurant during a very...",5
-j04eDk393nCn5JVV7qBdg,"We stayed at the Seaport Hotel and ate the hotel restaurant, Tamo Bistro, twice. Honestly, I'm surprised it only has 3 stars. Quality wise, this is one of...",4
v9q5emEsl7MOYW82Xm__Bg,The staff were very friendly and came back to check on us and refill our waters periodically. The lamb ribs were absolutely divine. I would highly recommend...,4
DwAxMaUo85YZ5VMHSarxpw,Pretty good brunch buffet but also fairly expensive for brunch and parking is even more. But they have creative options for gluten free people like quinoa...,4
E4DsSUCjLGs4fSipH54tcQ,Ordered from Volare for the first time and wow the food was delicious! I will definitely order the chicken parmigiana and Bolognese again. Finally found an...,5
CLt9hxRm0h2k7oZMOkrDAQ,We've ordered from Volare periodically throughout Covid and will continue to do so after Covid. Mostly we've had salads and pasta and the food always...,5
-wlArGKtqKotw_CRTpXC0Q,"Unfortunately I haven't gotten the chance to eat at Volare, but I always wanted to.  I have gotten take out with them, and their food is amazing.  I had a...",5
P4MBnGj3C1GMM0rM8J1kPw,"Stopped in on a cold, winter's night, after checking into our ABnB spot across the highway.  HB is an easy walk from the Savin Hill station.  The...",4
2ZBelYS0waMNczGUVU45rg,"Seriously? I am not sure what happened but I guess the pandemic really threw them for a loop. We sat outside, waited forever to get waited on, had a dirty...",2
BxiajS2zoEY0Mit7eWMN7g,"Went here for lunch after a long morning of flying. Had the veggie pizza and bruschetta pizza, along with 10 chicken wings of mild/bbq sauce. It was delish!...",5
Q6AUch7Uy1EgSY7d-qrtzg,I'm so glad this bar can still operate during COVID. They have great food and wonderful cocktails. Their fried pickles are a wonderful treat.,5
PlGyim-2uHoldrUmgVzkcw,We had a great time at the Biltmore tonight.  I am so glad they have the outdoor seating available - it allows people that are concerned to actually get...,5
pFsd2br7dhETwSl4ST4qYw,"Chicken was burned. Burger was okay. Nacho's was a very small serving and didn't have anything special about them. Mostly lacking flavor. 
Not recommended.",2
r_0PZodujMwhrdc1zJWO8g,"First time here and it was amazing. Everything was perfect from the food, service, environment to the covid measures they have taken.",5
MDaP2l444vtSBC6ERNsnHg,"Wowwww would be the noise I make after eating at Mooo. It's safe to say this is so far the best steakhouse I have been to in Boston, better than grill 23,...",5
lurGQw0kreV_CDZdb4afbw,Came here for our wedding anniversary! They acknowledged our anniversary on arrival and even printed menus that said Happy Anniversary which was a very nice...,5
eeSkqJfmLDsp2YEfJy8m7Q,Delicious! I ate hear during COVID and there was no difference except the customer service was better.,5
DyYSP4bwvbxWjZfessGOtw,Love commonwealth and have gotten to experience it for so many occasions! The first time I came here was for a party so we tried a lot of the apps (this was...,5
A6FL-mYraykpezPt4E1EDg,Enjoyed a lovely family style dinner at Commonwealth recently. Not sure why the mixed ratings as I found the food and beverage options to be well done. The...,5
xo0AMysHyzgRsxyStWPDWQ,"We decided to celebrate Valentine's Day early to avoid crowds. I've always wanted to eat here, but feared they wouldn't have any plant-based vegan options....",5
Ifq21i6WbtW6fjnDRpRK8Q,Where to begin?. The positives.  Dinner was delicious... We had the Valentine's day menu... I don't eat shellfish so they made us a special vegetarian cream...,5
iBuJX15fwgiAh06oSnwCAg,Best dinner to kick off our Honeymoon! Our server was very knowledgeable and helpful throughout the ordering process. With his suggestion we decided to A la...,5
tlOV3tHoHhUNBy2qqcqSkA,Came here because a friend knew about it! Hidden gem. We got the cheese pizza a little well done! So good I love this spot and the atmosphere was great....,4
jNN-kHnn2bUOxh0YgZmHbw,"we had the best time yesterday here!!! amazing apps, pizza and calzones!!! the service and drinks were amazing as well! would highly recommend!!!",5
AFxTtzlSL_ijJcKpfCUQ5A,"Traditional
Old school, thin crust pizzas
They do it well
Nice local pub, great tv, fun sports memorabilia on the walls 
Keno for those that are looking for...",4
Nfc7ELC-gnUbH92KqxtmvQ,I went to Sally O'Brien's for lunch on a beautiful spring day. My friend and I sat outside and I brought my two dogs. Sally's has two outdoor seating...,5
dYkR3CQa0T0kul3DXo3z9g,"Came here for a friend's birthday. Drinks were nothing special although they weren't expensive (~$8-10). I had the ""Bad Santa"" (3 stars) which was a...",3
A4zQRlCsGrNvR8IyA6VuwA,"Came in on the weekend. Good spot for live music. Plenty of TVs to catch a game. Good American food. Had burgers and a beer. Good spot, good atmosphere,...",4
hF3PpI19CWaSqj378yDa9w,"Ate dinner last night with 2 friends. Their menu during COVID is somewhat limited but we shared the peppers, the bang bang cauliflower, and the burrata...",4
p0eqnM0PGroCUYH1CeskoA,Really good meal and decent prices. Watered down menu during COVId and I wish there were more seafood options but everyone in my party liked their food and...,4
90s0EjDOfRoPDC_7w_wKWg,Just did a quick stop here to get out of the heat and snag a couple beers.  Very neat interior and an incredibly friendly and welcoming staff.  Our...,3
RXTCSR-bnoY9qGTCfymfTw,Wow - this place is amazing. My wife is gluten-free and if you didn't know already it is very hard to find a Quincy place that accommodates her dietary...,5
3I_NHyc1T3Jylj0sWjHUHw,"Based on these previous reviews, this restaurant was a supreme disappointment. Maybe it was an off night but this place did not at all live up to the hype....",3
iEET6Gcav03A1ocOu4l6dA,Super close and convenient in Quincy Center and they served up some really excellent food! Very friendly and accommodating staff with spaced out tables both...,5
lBWqz_kRAyZ9r85Mbhc-IQ,"I wish I could give six stars! Amazing service (Lilia was such a pleasure), incredible vegetarian menu (didn't know that was possible for Cuban food!) great...",5
VwGmBgGbAN_0XTj1plT_Kg,"Literally the Best Pl., I've been since Covid began. Their outdoor seating? Stellar. The ambience? Stellar. The wait staff? Stellar.

Social distancing?...",5
-s5GkhiP-x0CaMylPzh8cg,This place is a great place to experience some modern Cuban cuisine.  The best part is the outdoor seating area that comes equipped with some heating...,5
9iDCaApr4NdobyWh4NB44w,"Already visited this place twice. First time was during early November, where we dined in for weekend brunch (now not offering anymore); second time we...",5
usoLCPm46exiyPkGWwQrJw,"Such a wonderful restaurant! Food is delicious and drinks are great too. 
Covid protocol: barriers between tables and guests are spaced out when seated. The...",5
dyG6IOrPAbRKL3Zc9gzRJA,"This place exceed my expectations. I'm always weary of how trendier Mexican food is going to taste, but their food was incredibly flavorful and unique! The...",5
_BX-Er-r_XO-CL9Mr9qvTQ,Covid ordering options and pickup are amazing - same great Giulia quality (their pasta to go is INCREDIBLE - highly recommend the bolognese) - such a safe...,5
Y8FVU8zSI2fOmtdG4DgnMw,"Delicious food, lovely staff and aesthetic food presentations. COVID precautions were taken well.",5
VMpOAs1z91seSnfa14STyQ,Even in the middle of a global pandemic Giulia delivers.  Still talking about some of the bites days later.  Delicious!,5
ENZ9HWFetSl9-jAvaZ6ptQ,My favorite pizza place in Newton! We pick up a pie most Friday nights. The staff is speedy and super friendly. Big fan of the pepperoni and we often get...,5
OpDQzkxHB2X3_GESUdyzcQ,"Best pizza I've had in a very long while.  I ordered the L'Umina, a white olive oil pie with sliced pears, caramelized onions, basil, ricotta cheese and...",5
mmMzGQamyspA-fHauRmzRA,"I do really like this place. 

The pizza is good. It's chewy and the toppings are fresh. If you don't like a little char, you should avoid this place.   I...",4
GwbFr4foGiXBP9J8fagZ_g,"Very empty due to covid-19 restaurant restrictions. Seriously, my husband and I were the only ones there without a reservation. We had 90 minutes to eat......",4
bF-gKB63Hid0i92UWi9kLw,"I was in Boston again and decided it was time for another ""Lobsta"" Roll. The restaurant was pretty full, but I was seated quickly. Menus during COVID are...",5
grA7cXkNUo7V3a8BYubrXQ,"Covid sucks but the flip side is having this restaurant all to yourself on a Sunday afternoon. We got oysters on the half shell, sushi and more. The 5 of us...",5
hMPcJX0tagr4hf8g1XYhYQ,"With a five-star presentation, service, and ambiance, I'm dying to go back to Colette to try out their lunch and dinner menu's! We came to Colette for a...",5
oF0b9gVBmk1id00qqb0Z5A,"Went for some oysters, fries, and cocktails and oh my did they deliver. Great ambiance as well. Wish we had tried them out pre COVID, but will have to wait...",5
k62mkxabt8GFsEF7FaeL_Q,"I ordered ""all the sides"" for a quiet Thanksgiving with just my mom and they all far exceeded my expectations! Everything was perfectly seasoned, really...",5
5FohdD9kTowunIcqCixyNw,"We came here for a Saturday lunch.  Food was great and staff very professional, but beware: this place is small, very popular, has limited parking and is at...",4
2O6UWXJq8YoT0iq-d9I3rg,"I loved this place, especially amidst the crazy pandemic. The staff was SO nice. The food was VERY good (I ordered some sort of fish sandwich) and we were...",5
5MciJ2tzCRgHEMOLNU8hdA,"I've been going to this place for years and while I love dining in and drinking from one of the 
 best (probably the best) craft beer lists on the South...",5
XV7uzjlQPuq0M9-OjD_Teg,"My girlfriend's and I were visiting from out of town (Arizona, Kentucky and Tennessee)and this place was awesome! 
The service was friendly and went above...",5
XSs_dr2Ekg7Mv8l9zCBw-g,"Typical dive bar, but they have a good draft selection and decent wings, some of the best I've had in Boston. They are doing indoor seating during COVID...",3
QoC7h0Igwg35ing0FySCaQ,"Service is a hit or miss, I've sometimes waited 20-30 minutes to place in a order when busy. And it's often due to regulars who come in and place orders...",3
na6eGrZgYKMMPaaVBWTw9A,"Awesome venue for an event. Professional, organized, and accommodating!  Food was excellent, great selection. Space is perfect for a crowd of 50-100 (option...",5
0O_dBcg8K7OHzQkJ5NPAfQ,"There stars are solely for service. They were friendly and tried hard but one woman was bartending, taking food orders and preparing food. The food was...",2
C_huKigbcbs9ojulhCHdWQ,"Amazing drinks and extremely friendly bartenders. Open late for Lexington with great munchies, and dog friendly!!",5
dqLw6qmouzTinrXgn2wyFg,Charlie's is a Harvard square staple! I have only ever done takeout but there outdoor seating has an awesome outdoor burger and beer vibe. Anytime I am...,4
Qsx4tBM280wSZg9jXhfNTQ,Love this spot. Came back today after a long time away due to Covid. Patio was spaced out and had plastic dividers up between tables for extra safety. Staff...,5
R0NwBG1bz_ktyLGTuZhSLA,I love going here to grab a beer with friends. Since covid the beer selection hasn't been as good but they still have good cocktails and cheap beer.,4
DJ-kDYu1zUsKgiOzEnZTQg,La Latina salad is stunningly good. Great size beautiful ingredients and the dressing is delicious. You must not miss this. My favorite small plate is the...,5
wraiiKgqKwpJdGL2rmZQWw,"My husband and I had dinner here for the first time tonight and everything was fantastic - the food, the drinks, the service and the atmosphere. We opted...",5
7mWXZyWx9XW51UueezmaYg,Latina is a wonderful addition to Downtown Needham's vibrant dining scene. We've been enjoying takeout from Latina for the past several months and have most...,5
JpZITHXx1tGqCUN_I8KHMw,"Great patio! Super safe and wonderfully accommodating. Delicious too! Highly recommend during the last few months of outdoor dining, and takeout for after. Yum.",5
iZGnmxOavmtQRiJmPs5jSg,"I've been coming here forever bc the drinks, food, and vibes are all fantastic. But beyond being a fun & delicious time, this place really comes through for...",5
AESkmoSq7rPtOiKP8Qafsg,Omg definitely do not miss Daddy Jones! We have had quite a few things on the menu (loved them all) but our go-to order is the DJ Dinner Plate with chicken...,5
gw3_Ybw3-x_eQmOD-vcoBg,730 Tavern seems like it is still going strong given the pandemic. They have barriers between each table which is great. Menu offerings are pretty standard...,4
TNbppfj3rwxtnGtOaQsCKA,Took a little for someone to come over to us but I think that was the hostesses fault. It was pretty busy so I wasn't too upset. Other than that the music...,4
OIxRhdANTvMgEPpisAh7Aw,Glad  730 Tavern  is still going strong. Very good protocols in place for both in house and pick up.  Quality and variety of menus offerings remain as...,5
OiR8OFm-cgBPhLX7pNmSSw,"Pastoral - Artisan Pizza, Kitchen & Bar you are simply magnificent, I had a lovely experience here yesterday. It has a great vibe to it. The menu is really...",5
BiWWqmx-7cQ57LKMfp5rDg,"Come for the pizza, but order the meatlessballs puccia instead ;) 

Seriously, this vegetarian twist on a meatball sandwich is mind-blowing. It's rich,...",4
EMYTbqN2rvgei2DfEMJrRQ,"AMAZING gluten free pizza (I've never had such fluffy crust) would recommend
Great service: friendly and helpful wait staff",5
qWHkfooF1Tx6wB-CVifv2A,"In the warm weather the patio is where to be. We went this summer after the COVID-19 reopening.  Burger was awesome,  service great, I had a lobster roll...",4
MHkBcts5T7nKSaX8l3jPmA,This place is great! They add new things to the menu every season but keep the classics. I've been coming here for years and the staff is really amazing....,5
